"","OBJECTID","ARRDT","BOIS","TYPE_VOIE","NOM_VOIE","STATUT","TYPOLOGIE","SENS_VELO","TYPOLOGIE_SIMPLE","SHAPE.LEN","geo_shape","geo_point_2d"
"8012",3427,9,"NON","RUE DE LA","PEPINIERE","VOIE 50","CONTINUITE VELO","CONTRESENS","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.32299222940516, 48.87518177360148], [2.322768229094248, 48.87516889707313]]}","48.8751753353, 2.32288022925"
"8013",3429,7,"NON","QUAI","VOLTAIRE","VOIE 50","COULOIR BUS MARQUE","SENS CIRCULATION GENERALE","COULOIR BUS OUVERT AUX VELOS",0,"{""type"": ""LineString"", ""coordinates"": [[2.330653188791883, 48.85916630604984], [2.330359496679323, 48.859263123167246]]}","48.8592147146, 2.33050634274"
"8019",4443,9,"NON","RUE","CHORON","ZONE 30","SANS MARQUAGE","CONTRESENS","SANS MARQUAGE",0,"{""type"": ""LineString"", ""coordinates"": [[2.342234454960769, 48.87734175400484], [2.339588565239895, 48.87778777709678]]}","48.8775647656, 2.3409115101"
"8020",4445,9,"NON","RUE","HIPPOLYTE LEBAS","ZONE 30","SANS MARQUAGE","CONTRESENS","SANS MARQUAGE",0,"{""type"": ""LineString"", ""coordinates"": [[2.340684072951613, 48.87707263156274], [2.341788928764754, 48.87688277460014]]}","48.8769777031, 2.34123650086"
"8021",4456,9,"NON","RUE DE","BRUXELLES","ZONE 30","SANS MARQUAGE","CONTRESENS","SANS MARQUAGE",0,"{""type"": ""LineString"", ""coordinates"": [[2.329234799140949, 48.883043823235596], [2.327841080050097, 48.88273347221016]]}","48.8828886477, 2.3285379396"
"8022",4458,9,"NON","RUE DE","DOUAI","ZONE 30","SANS MARQUAGE","CONTRESENS","SANS MARQUAGE",0,"{""type"": ""LineString"", ""coordinates"": [[2.328596642214682, 48.88383731232973], [2.32981490915675, 48.883476616781884]]}","48.8836569646, 2.32920577569"
"8023",4461,9,"NON","RUE DE","BRUXELLES","ZONE 30","SANS MARQUAGE","CONTRESENS","SANS MARQUAGE",0,"{""type"": ""LineString"", ""coordinates"": [[2.332106062320444, 48.883671736055575], [2.330603998904992, 48.883339737359535]]}","48.8835057367, 2.33135503061"
"8024",4462,9,"NON","RUE DE","CALAIS","ZONE 30","SANS MARQUAGE","CONTRESENS","SANS MARQUAGE",0,"{""type"": ""LineString"", ""coordinates"": [[2.331789928454298, 48.88217934792382], [2.329928713181864, 48.882834760685284]]}","48.8825070543, 2.33085932082"
"8025",4469,3,"NON","BOULEVARD","SAINT-DENIS","VOIE 50","CONTINUITE VELO","SENS CIRCULATION GENERALE","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.355292908175163, 48.86903687443255], [2.355417497381016, 48.86899566606786], [2.355429445151128, 48.86899180897423], [2.355440573942909, 48.868985997229615], [2.355450566653988, 48.86897839643313], [2.355459138553333, 48.86896922316089], [2.35546604539434, 48.868958738794944], [2.355471090374365, 48.86894724207548], [2.355474129742393, 48.86893506058854], [2.355475076895059, 48.86892254143187], [2.355473904844317, 48.86891004132471], [2.35547064698643, 48.868897916443515], [2.355537569281019, 48.86888300210007]]}","48.8689659514, 2.35542640952"
"8026",4472,10,"NON","RUE DU","FAUBOURG SAINT-MARTIN","VOIE 50","COULOIR BUS MARQUE","SENS CIRCULATION GENERALE","COULOIR BUS OUVERT AUX VELOS",0,"{""type"": ""LineString"", ""coordinates"": [[2.357939784091492, 48.87300213260747], [2.357756960691392, 48.872674827071535]]}","48.8728384798, 2.35784837239"
"8027",4474,10,"NON","RUE DU","FAUBOURG SAINT-MARTIN","VOIE 50","COULOIR BUS PROTEGE","SENS CIRCULATION GENERALE","COULOIR BUS OUVERT AUX VELOS",0,"{""type"": ""LineString"", ""coordinates"": [[2.357701856891926, 48.87257617482342], [2.35749679080027, 48.872209041726954]]}","48.8723926083, 2.35759932385"
"8028",4475,10,"NON","RUE DU","FAUBOURG SAINT-MARTIN","VOIE 50","CONTINUITE COULOIR BUS","SENS CIRCULATION GENERALE","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.35749679080027, 48.872209041726954], [2.35745306897001, 48.872130765106]]}","48.8721699034, 2.35747492989"
"8029",4477,10,"NON","RUE DU","FAUBOURG SAINT-MARTIN","VOIE 50","CONTINUITE COULOIR BUS","SENS CIRCULATION GENERALE","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.357255107756219, 48.87177634546433], [2.357155641371496, 48.871652077091056]]}","48.8717142113, 2.35720537456"
"8030",4485,2,"NON","RUE","SAINTE-APOLLINE","AIRE PIETONNE","SANS MARQUAGE","CONTRESENS","SANS MARQUAGE",0,"{""type"": ""LineString"", ""coordinates"": [[2.352386530052013, 48.86924054819684], [2.353476065552256, 48.869020259886696], [2.35357625519958, 48.869012472738184], [2.353838042518944, 48.86896031485363]]}","48.8690966646, 2.35311174245"
"8057",2112,6,"NON","BOULEVARD DU","MONTPARNASSE","VOIE 50","COULOIR BUS PROTEGE BIDIRECTIONNEL","SENS CIRCULATION GENERALE","COULOIR BUS OUVERT AUX VELOS",0,"{""type"": ""LineString"", ""coordinates"": [[2.336195857828629, 48.839823733371226], [2.335345130028871, 48.84010563216162], [2.334622976458319, 48.840344577049834], [2.334107617580764, 48.840517098281616], [2.333633410043793, 48.840668617707806], [2.33354382799828, 48.840692227093314], [2.333350246871228, 48.84075610728983], [2.333159219454892, 48.840818595082254], [2.33306440174005, 48.84085489881905], [2.332660919192715, 48.840989263084495], [2.332220946173568, 48.84113668192762], [2.331520786880547, 48.841367158917386], [2.330667172322307, 48.84164867336127], [2.330073069026084, 48.84184390741187]]}","48.8408341376, 2.33313458455"
"8077",2213,6,"NON","RUE","GUYNEMER","VOIE 50","PISTE CYCLABLE SUR CHAUSSEE","SENS CIRCULATION GENERALE","PISTE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.332439910960309, 48.84786484087026], [2.332429939867787, 48.84770121472806]]}","48.8477830278, 2.33243492541"
"8078",2224,6,"NON","RUE","BONAPARTE","VOIE 50","CONTINUITE VELO","SENS CIRCULATION GENERALE","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.332854224037366, 48.85108828015152], [2.332846831671825, 48.851047977858315], [2.332796466597235, 48.85083446241284]]}","48.8509611934, 2.33282619415"
"8079",2231,6,"NON","RUE DU","FOUR","VOIE 50","CONTINUITE VELO","SENS CIRCULATION GENERALE","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.3333317342422673, 48.85261922111979], [2.333624416929445, 48.85261414133942], [2.333761889787739, 48.85264249313478]]}","48.8526204525, 2.3335477826"
"8080",2233,6,"NON","RUE DU","FOUR","VOIE 50","CONTINUITE VELO","SENS CIRCULATION GENERALE","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.334336674668789, 48.85275305491698], [2.33450366385836, 48.85277038644466]]}","48.8527617207, 2.33442016926"
"8081",2235,6,"NON","RUE DU","FOUR","VOIE 50","BANDE CYCLABLE SUR CHAUSSEE","SENS CIRCULATION GENERALE","BANDE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.335216477735713, 48.85286605453992], [2.335627495967382, 48.85297271778456]]}","48.8529193862, 2.33542198685"
"8082",2236,6,"NON","RUE","SAINT SULPICE","VOIE 50","COULOIR BUS MARQUE","SENS CIRCULATION GENERALE","COULOIR BUS OUVERT AUX VELOS",0,"{""type"": ""LineString"", ""coordinates"": [[2.338115438875461, 48.85154083779166], [2.338025034875669, 48.85154257437914], [2.337206641498927, 48.85148809021242]]}","48.8515179511, 2.33766095776"
"8083",2250,7,"NON","BOULEVARD","SAINT GERMAIN","VOIE 50","COULOIR BUS PROTEGE","SENS CIRCULATION GENERALE","COULOIR BUS OUVERT AUX VELOS",0,"{""type"": ""LineString"", ""coordinates"": [[2.329265815061755, 48.85474375832841], [2.330269320757992, 48.85445527090249]]}","48.8545995146, 2.32976756791"
"8084",2251,7,"NON","BOULEVARD","SAINT GERMAIN","VOIE 50","CONTINUITE COULOIR BUS","SENS CIRCULATION GENERALE","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.3289770269552212, 48.854826776855376], [2.329265815061755, 48.85474375832841]]}","48.8547852676, 2.32912142101"
"8085",2263,6,"NON","BOULEVARD","SAINT GREMAIN","VOIE 50","CONTINUITE COULOIR BUS","SENS CIRCULATION GENERALE","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.333053117392401, 48.85377781682128], [2.33351492864898, 48.85369133349826]]}","48.8537345752, 2.33328402302"
"8086",2269,6,"NON","BOULEVARD","SAINT GERMAIN","VOIE 50","COULOIR BUS PROTEGE","SENS CIRCULATION GENERALE","COULOIR BUS OUVERT AUX VELOS",0,"{""type"": ""LineString"", ""coordinates"": [[2.337831939435506, 48.85263879967657], [2.337890436429703, 48.85262463164049], [2.338586739358205, 48.85245456645196]]}","48.852546735, 2.33820935203"
"8087",2272,6,"NON","BOULEVARD","SAINT GERMAIN","VOIE 50","CONTINUITE COULOIR BUS","SENS CIRCULATION GENERALE","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.336869008933923, 48.852872017256], [2.337136929828162, 48.85280712897321]]}","48.8528395731, 2.33700296938"
"8088",2275,6,"NON","BOULEVARD","SAINT GERMAIN","VOIE 50","COULOIR BUS PROTEGE","SENS CIRCULATION GENERALE","COULOIR BUS OUVERT AUX VELOS",0,"{""type"": ""LineString"", ""coordinates"": [[2.33895687026739, 48.85236452344885], [2.339870398544782, 48.852142280059084]]}","48.8522534018, 2.33941363441"
"8089",2276,6,"NON","BOULEVARD","SAINT GERMAIN","VOIE 50","CONTINUITE COULOIR BUS","SENS CIRCULATION GENERALE","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.338586739358205, 48.85245456645196], [2.33895687026739, 48.85236452344885]]}","48.852409545, 2.33877180481"
"8090",2278,6,"NON","BOULEVARD","SAINT GERMAIN","VOIE 50","CONTINUITE COULOIR BUS","SENS CIRCULATION GENERALE","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.339870398544782, 48.852142280059084], [2.340219423642155, 48.852056622108094]]}","48.8520994511, 2.34004491109"
"8091",2291,5,"NON","BOULEVARD","SAINT GERMAIN","VOIE 50","COULOIR BUS PROTEGE","SENS CIRCULATION GENERALE","COULOIR BUS OUVERT AUX VELOS",0,"{""type"": ""LineString"", ""coordinates"": [[2.345922792072332, 48.850675340654846], [2.346302817757267, 48.85058291319245]]}","48.8506291269, 2.34611280491"
"8092",2294,5,"NON","BOULEVARD","SAINT GERMAIN","VOIE 50","CONTINUITE COULOIR BUS","SENS CIRCULATION GENERALE","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.347393813611726, 48.85031755945554], [2.347581685298657, 48.85027146397863]]}","48.8502945117, 2.34748774946"
"8093",2297,5,"NON","BOULEVARD","SAINT GERMAIN","VOIE 50","COULOIR BUS MARQUE","SENS CIRCULATION GENERALE","COULOIR BUS OUVERT AUX VELOS",0,"{""type"": ""LineString"", ""coordinates"": [[2.348263027557214, 48.85010507160832], [2.348749429034562, 48.84998696829428]]}","48.85004602, 2.3485062283"
"8094",2298,5,"NON","BOULEVARD","SAINT GERMAIN","ZONE 30","COULOIR BUS PROTEGE","SENS CIRCULATION GENERALE","COULOIR BUS OUVERT AUX VELOS",0,"{""type"": ""LineString"", ""coordinates"": [[2.350469095093067, 48.84955120931914], [2.351530539076546, 48.849509879553054]]}","48.8495305444, 2.35099981708"
"8095",2301,5,"NON","BOULEVARD","SAINT GERMAIN","ZONE 30","COULOIR BUS PROTEGE","SENS CIRCULATION GENERALE","COULOIR BUS OUVERT AUX VELOS",0,"{""type"": ""LineString"", ""coordinates"": [[2.35288532092062, 48.84945613428797], [2.354187256270194, 48.84940550710557]]}","48.8494308207, 2.3535362886"
"8096",2306,5,"NON","BOULEVARD","SAINT GERMAIN","ZONE 30","PISTE CYCLABLE SUR CHAUSSEE","SENS CIRCULATION GENERALE","PISTE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.355739303942689, 48.84938875554116], [2.355073157628193, 48.84941464817517]]}","48.8494017019, 2.35540623079"
"8097",2309,5,"NON","BOULEVARD","SAINT GERMAIN","VOIE 50","PISTE CYCLABLE SUR CHAUSSEE","SENS CIRCULATION GENERALE","PISTE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.356270364813283, 48.849361014227824], [2.356623345408767, 48.84934761303308], [2.356686564125121, 48.84935029500835], [2.356749264330839, 48.84935880872033]]}","48.8493536382, 2.35651004796"
"8101",3214,10,"NON","BOULEVARD DE","MAGENTA","VOIE 50","CONTINUITE VELO","SENS CIRCULATION GENERALE","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.361393390048754, 48.87050365941896], [2.361181401589019, 48.870740307415886]]}","48.8706219834, 2.36128739582"
"8102",3223,10,"NON","BOULEVARD DE","MAGENTA","VOIE 50","CONTINUITE VELO","","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.363143911101976, 48.86874419180032], [2.362785923478952, 48.868608724422174]]}","48.8686764581, 2.36296491729"
"8103",3234,7,"NON","QUAI","BRANLY","VOIE 50","PISTE CYCLABLE SUR TROTTOIR","SENS CIRCULATION GENERALE","PISTE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.295738517319116, 48.860579875082685], [2.295870386402151, 48.860669170092784], [2.29601943992216, 48.860767846258625], [2.296118414726138, 48.86083010008599], [2.296219031833177, 48.86088966306624], [2.296334472370785, 48.86095416919952], [2.296451012434697, 48.861016666979154], [2.296762078037308, 48.86117611623173], [2.296889985073116, 48.86123599543267], [2.297019078566624, 48.86129327194136], [2.297150912936785, 48.861349196335894], [2.297283617192272, 48.86140302402055], [2.297446659646741, 48.86146837379859], [2.297610609283563, 48.86153141308821], [2.2978198622147312, 48.8616038359707], [2.298030594952221, 48.861671832856366], [2.298363573892512, 48.86176848484646], [2.298717620044508, 48.86186171576271], [2.298963090294088, 48.86192162777599], [2.299209620906874, 48.861977015046406], [2.299388031702336, 48.86201062072786], [2.299566926376456, 48.86204154724294], [2.299924493439757, 48.8621004590353], [2.300200236584197, 48.86213622459114], [2.300390258089337, 48.862156336538604], [2.3006288586177748, 48.862179114840266], [2.300776325018192, 48.862190746140826], [2.300923973366365, 48.86219977895248], [2.30116718920446, 48.862209875112455], [2.301170267910719, 48.86220928292623], [2.301173401049958, 48.862209170875964], [2.301176514193556, 48.86220954162345], [2.301179533387892, 48.86221038636146], [2.30118238691114, 48.86221168502301], [2.301185006977037, 48.86221340675802], [2.301187331345164, 48.86221551066619], [2.30118930479949, 48.86221794676856]]}","48.861645671, 2.29838690815"
"8104",3235,7,"NON","QUAI","BRANLY","VOIE 50","CONTINUITE VELO","","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.301195812154608, 48.862450565026535], [2.301207978858256, 48.862344525090286]]}","48.8623975451, 2.30120189551"
"8114",3305,9,"NON","BOULEVARD","HAUSSMANN","VOIE 50","CONTINUITE MIXTE","","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.3283288309539802, 48.87366622821879], [2.3283267512134, 48.87363866042806]]}","48.8736524443, 2.32832779108"
"8115",3309,9,"NON","RUE DE","MOGADOR","VOIE 50","CONTINUITE COULOIR BUS","SENS CIRCULATION GENERALE","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.331334833069985, 48.87428047962353], [2.331342398826779, 48.87433636050362]]}","48.8743084201, 2.33133861595"
"8116",3310,9,"NON","RUE DE","MOGADOR","VOIE 50","COULOIR BUS MARQUE","SENS CIRCULATION GENERALE","COULOIR BUS OUVERT AUX VELOS",0,"{""type"": ""LineString"", ""coordinates"": [[2.331342398826779, 48.87433636050362], [2.3313717347500402, 48.874553035246]]}","48.8744446979, 2.33135706679"
"8117",3315,9,"NON","RUE DE LA","CHAUSSEE D ANTIN","VOIE 50","CONTINUITE COULOIR BUS","SENS CIRCULATION GENERALE","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.331838196429884, 48.87621399639713], [2.331866386895584, 48.876149369354366]]}","48.8761816829, 2.33185229166"
"8118",3320,9,"NON","RUE DE LA","CHAUSSEE D ANTIN","VOIE 50","COULOIR BUS MARQUE","SENS CIRCULATION GENERALE","COULOIR BUS OUVERT AUX VELOS",0,"{""type"": ""LineString"", ""coordinates"": [[2.332556387620305, 48.87456747963494], [2.332644221213281, 48.87436610575351]]}","48.8744667927, 2.33260030442"
"8119",3327,9,"NON","RUE DE","PROVENCE","VOIE 50","CONTINUITE VELO","CONTRESENS","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.337325095376475, 48.87419950202989], [2.3372770203441853, 48.87419804973819], [2.337229192576673, 48.8742031313261], [2.33701749830124, 48.87420838914058]]}","48.874203862, 2.33717136743"
"8120",3339,9,"NON","RUE","LE PELETIER","ZONE 30","CONTINUITE COULOIR BUS","SENS CIRCULATION GENERALE","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.339103038993403, 48.874198295121104], [2.339040296194742, 48.87405136455265]]}","48.8741248298, 2.33907166759"
"8121",3349,9,"NON","BOULEVARD DES","ITALIENS","VOIE 50","CONTINUITE COULOIR BUS","SENS CIRCULATION GENERALE","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.337358696984039, 48.8715893222806], [2.337152582027685, 48.87155356139143]]}","48.8715714418, 2.33725563951"
"8122",3351,9,"NON","BOULEVARD DES","ITALIENS","VOIE 50","CONTINUITE COULOIR BUS","SENS CIRCULATION GENERALE","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.338270734626565, 48.87174755570195], [2.337977290228963, 48.87169664560854]]}","48.8717221007, 2.33812401243"
"8123",3352,9,"NON","BOULEVARD DES","CAPUCINES","VOIE 50","COULOIR BUS MARQUE","SENS CIRCULATION GENERALE","COULOIR BUS OUVERT AUX VELOS",0,"{""type"": ""LineString"", ""coordinates"": [[2.331778949323748, 48.870624720836034], [2.3303458203697263, 48.87038189995018]]}","48.8705033104, 2.33106238485"
"8124",3362,9,"NON","BOULEVARD","HAUSSMANN","VOIE 50","CONTINUITE COULOIR BUS","SENS CIRCULATION GENERALE","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.329787557573253, 48.87344995169653], [2.329578278381967, 48.87347727794117]]}","48.8734636148, 2.32968291798"
"8125",3364,9,"NON","BOULEVARD","HAUSSMANN","VOIE 50","CONTINUITE COULOIR BUS","SENS CIRCULATION GENERALE","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.328491485671552, 48.873619177540846], [2.328354728659962, 48.87363703278081], [2.3283267512134, 48.87363866042806], [2.328187510198358, 48.87365893950029]]}","48.8736384914, 2.32833942002"
"8126",3377,10,"NON","BOULEVARD DE","BONNE NOUVELLE","VOIE 50","COULOIR BUS MARQUE","SENS CIRCULATION GENERALE","COULOIR BUS OUVERT AUX VELOS",0,"{""type"": ""LineString"", ""coordinates"": [[2.351944257055135, 48.86990037768894], [2.351125829573252, 48.87007628274626]]}","48.8699883302, 2.35153504331"
"8127",3389,4,"NON","BOULEVARD DE","SEBASTOPOL","VOIE 50","CONTINUITE COULOIR BUS","SENS CIRCULATION GENERALE","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.349384903149841, 48.86049341330162], [2.349457832862732, 48.860624384688776]]}","48.860558899, 2.34942136801"
"8128",3396,3,"NON","BOULEVARD DE","SEBASTOPOL","VOIE 50","CONTINUITE COULOIR BUS","SENS CIRCULATION GENERALE","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.351378656979495, 48.86405717003202], [2.351446178709506, 48.864177457522906]]}","48.8641173138, 2.35141241784"
"8129",3402,3,"NON","BOULEVARD DE","SEBASTOPOL","VOIE 50","CONTINUITE COULOIR BUS","SENS CIRCULATION GENERALE","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.352528226126266, 48.866105002641746], [2.352669257303268, 48.86635622226163]]}","48.8662306125, 2.35259874171"
"8130",3408,3,"NON","BOULEVARD DE","SEBASTOPOL","VOIE 50","COULOIR BUS MARQUE","SENS CIRCULATION GENERALE","COULOIR BUS OUVERT AUX VELOS",0,"{""type"": ""LineString"", ""coordinates"": [[2.353640221011219, 48.868085733493004], [2.353732404789004, 48.868249927632135]]}","48.8681678306, 2.3536863129"
"8131",3410,3,"NON","BOULEVARD DE","SEBASTOPOL","VOIE 50","CONTINUITE COULOIR BUS","SENS CIRCULATION GENERALE","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.3539204811475543, 48.86858491837775], [2.353984843897524, 48.86869955650927]]}","48.8686422374, 2.35395266252"
"8132",3418,10,"NON","BOULEVARD DE","STRASBOURG","VOIE 50","CONTINUITE COULOIR BUS","SENS CIRCULATION GENERALE","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.355246946747795, 48.870955588933676], [2.355392417580353, 48.87121596182344]]}","48.8710857754, 2.35531968216"
"8134",3430,8,"NON","AVENUE","DELCASSE","VOIE 50","CONTINUITE COULOIR BUS","SENS CIRCULATION GENERALE","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.314565101867994, 48.87355539777646], [2.314518190660125, 48.87379129665534]]}","48.8736733472, 2.31454164626"
"8143",4444,9,"NON","RUE","MANUEL","ZONE 30","SANS MARQUAGE","CONTRESENS","SANS MARQUAGE",0,"{""type"": ""LineString"", ""coordinates"": [[2.339764428561119, 48.87841220025981], [2.341022073781407, 48.87819099484582]]}","48.8783015976, 2.34039325117"
"8144",4451,9,"NON","RUE DE LA","TOUR D AUVERGNE","VOIE 30","SANS MARQUAGE","CONTRESENS","SANS MARQUAGE",0,"{""type"": ""LineString"", ""coordinates"": [[2.345925797950723, 48.87863092457823], [2.34542313519565, 48.87874252677418]]}","48.8786867257, 2.34567446657"
